user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
spades:Sediment_GreatLakes_Pewabic_50_1_Z_0.86_0:bin.4	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903862845.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__CAIXSE01 sp903862845	86.42	0.73	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017882325.1, s__CAIXSE01 sp017882325, 95.0, 86.48, 0.68; GCA_903912585.1, s__CAIXSE01 sp903912585, 95.0, 81.9, 0.54; GCA_903927755.1, s__CAIXSE01 sp903927755, 95.0, 81.3, 0.61; GCA_903921965.1, s__CAIXSE01 sp903921965, 95.0, 80.85, 0.44; GCA_012514235.1, s__CAIXSE01 sp012514235, 95.0, 80.29, 0.51; GCA_012719015.1, s__CAIXSE01 sp012719015, 95.0, 80.15, 0.41	68.54	11	0.971534699056175	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_Z_0.86_0:bin.7	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	N/A	N/A	N/A	N/A	N/A	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	89.73	0.87	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016219185.1, s__RAAP-1 sp016219185, 95.0, 88.6, 0.91; GCA_903839535.1, s__RAAP-1 sp903839535, 95.0, 85.86, 0.77; GCA_903953895.1, s__RAAP-1 sp903953895, 95.0, 82.35, 0.75; GCA_001443525.1, s__RAAP-1 sp001443525, 95.0, 77.62, 0.27; GCA_021778975.1, s__RAAP-1 sp021778975, 95.0, 76.96, 0.24	70.03	11	0.9783622843096803	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_GreatLakes_Pewabic_50_1_Z_0.86_0:bin.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__	N/A	N/A	N/A	N/A	N/A	GCA_017882245.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__SR-FBR-E99 sp017882245	79.34	0.41	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022615595.1, s__SR-FBR-E99 sp022615595, 95.0, 79.01, 0.12; GCA_011620595.1, s__SR-FBR-E99 sp011620595, 95.0, 78.97, 0.23; GCA_006227095.1, s__SR-FBR-E99 sp006227095, 95.0, 78.89, 0.18; GCA_009881065.1, s__SR-FBR-E99 sp009881065, 95.0, 78.75, 0.14; GCA_002402965.1, s__SR-FBR-E99 sp002402965, 95.0, 78.7, 0.22; GCA_018262715.1, s__SR-FBR-E99 sp018262715, 95.0, 78.24, 0.19; GCA_003245695.1, s__SR-FBR-E99 sp003245695, 95.0, 78.23, 0.11; GCA_022736275.1, s__SR-FBR-E99 sp022736275, 95.0, 78.22, 0.36; GCA_002383485.1, s__SR-FBR-E99 sp002383485, 95.0, 78.14, 0.26; GCA_002403305.1, s__SR-FBR-E99 sp002403305, 95.0, 78.13, 0.25; GCA_023430725.1, s__SR-FBR-E99 sp023430725, 95.0, 78.07, 0.22; GCA_003250475.1, s__SR-FBR-E99 sp003250475, 95.0, 77.93, 0.27; GCA_012513795.1, s__SR-FBR-E99 sp012513795, 95.0, 77.89, 0.18; GCA_021816545.1, s__SR-FBR-E99 sp021816545, 95.0, 77.54, 0.21; GCA_002409145.1, s__SR-FBR-E99 sp002409145, 95.0, 77.24, 0.29; GCA_002325785.1, s__SR-FBR-E99 sp002325785, 95.0, 77.19, 0.41; GCA_012514255.1, s__SR-FBR-E99 sp012514255, 95.0, 76.43, 0.22	49.22	11	0.9621437637826142	N/A
spades:Sediment_Italy_Italy_75_1_I_24.4_5.5:bin.2	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__	N/A	N/A	N/A	N/A	N/A	GCA_002477755.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia sp002477755	89.52	0.88	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_009932435.1, s__Gordonia crocea, 95.0, 81.97, 0.72; GCA_013348785.1, s__Gordonia sp013348785, 95.0, 81.89, 0.73; GCF_000241265.1, s__Gordonia araii, 95.0, 81.55, 0.72; GCA_002414845.1, s__Gordonia sp002414845, 95.0, 80.79, 0.59; GCF_000344155.1, s__Gordonia paraffinivorans, 95.0, 79.2, 0.49; GCF_023017165.1, s__Gordonia alkaliphila, 95.0, 79.17, 0.44; GCF_900105725.1, s__Gordonia westfalica, 95.0, 79.03, 0.49; GCF_001485495.1, s__Gordonia desulfuricans, 95.0, 78.98, 0.47; GCF_000298235.1, s__Gordonia namibiensis, 95.0, 78.96, 0.46; GCF_000332995.1, s__Gordonia amicalis, 95.0, 78.92, 0.45; GCF_001305675.1, s__Gordonia phthalatica, 95.0, 78.89, 0.42; GCF_023100845.1, s__Gordonia sp023100845, 95.0, 78.86, 0.45; GCF_000327325.1, s__Gordonia rubripertincta, 95.0, 78.83, 0.47; GCF_000225505.1, s__Gordonia alkanivorans, 95.0, 78.82, 0.45; GCF_000241345.1, s__Gordonia amarae, 95.0, 78.69, 0.46; GCF_014041935.1, s__Gordonia jinghuaiqii, 95.0, 78.68, 0.44; GCF_023078355.1, s__Gordonia hongkongensis, 95.0, 78.67, 0.43; GCF_002993285.1, s__Gordonia iterans, 95.0, 78.63, 0.41; GCF_009932475.1, s__Gordonia spumicola, 95.0, 78.63, 0.44; GCF_000192435.1, s__Gordonia neofelifaecis, 95.0, 78.63, 0.41; GCF_014197435.1, s__Gordonia humi, 95.0, 78.57, 0.43; GCF_000024785.1, s__Gordonia bronchialis, 95.0, 78.56, 0.43; GCF_000143885.2, s__Gordonia sp000143885, 95.0, 78.54, 0.44; GCF_002149015.1, s__Gordonia lacunae, 95.0, 78.53, 0.43; GCF_000333035.1, s__Gordonia sihwensis, 95.0, 78.52, 0.4; GCF_021556435.1, s__Gordonia sp002700145, 95.0, 78.5, 0.38; GCF_001698225.1, s__Gordonia terrae, 95.0, 78.48, 0.42; GCF_000423025.1, s__Gordonia shandongensis, 95.0, 78.46, 0.37; GCA_012515855.1, s__Gordonia sp012515855, 95.0, 78.46, 0.38; GCF_001592365.1, s__Gordonia hydrophobica, 95.0, 78.43, 0.4; GCA_004193205.1, s__Gordonia sediminis, 95.0, 78.43, 0.45; GCF_021738965.1, s__Gordonia sp021738965, 95.0, 78.41, 0.38; GCA_023461275.1, s__Gordonia sp023461275, 95.0, 78.39, 0.39; GCF_012933505.1, s__Gordonia asplenii, 95.0, 78.38, 0.47; GCF_022513585.1, s__Gordonia sp022513585, 95.0, 78.38, 0.42; GCF_024734075.1, s__Gordonia mangrovi, 95.0, 78.38, 0.41; GCF_000344135.1, s__Gordonia malaquae, 95.0, 78.38, 0.36; GCA_020438995.1, s__Gordonia sp020438995, 95.0, 78.36, 0.39; GCF_000298195.1, s__Gordonia rhizosphera, 95.0, 78.3, 0.43; GCF_016919385.1, s__Gordonia sp016919385, 95.0, 78.29, 0.34; GCF_022206305.1, s__Gordonia sp022206305, 95.0, 78.28, 0.46; GCF_000334455.1, s__Gordonia soli, 95.0, 78.28, 0.45; GCF_001186365.1, s__Gordonia jacobaea, 95.0, 78.23, 0.39; GCF_017654315.1, s__Gordonia polyisoprenivorans_A, 95.0, 78.21, 0.47; GCF_003855095.1, s__Gordonia insulae, 95.0, 78.2, 0.46; GCF_009914535.1, s__Gordonia pseudoamarae, 95.0, 78.19, 0.4; GCF_000241325.1, s__Gordonia polyisoprenivorans, 95.0, 78.18, 0.44; GCF_003797825.1, s__Gordonia sp003797825, 95.0, 78.18, 0.45; GCF_000248075.1, s__Gordonia otitidis, 95.0, 78.15, 0.36; GCF_000333015.1, s__Gordonia hirsuta, 95.0, 78.1, 0.39; GCF_007559005.1, s__Gordonia zhaorongruii, 95.0, 78.09, 0.34; GCF_000248055.1, s__Gordonia sputi, 95.0, 78.09, 0.38; GCF_014673215.1, s__Gordonia hankookensis, 95.0, 78.05, 0.38; GCF_000332975.1, s__Gordonia aichiensis, 95.0, 78.01, 0.34; GCF_021739025.1, s__Gordonia sp021739025, 95.0, 77.87, 0.39; GCF_003797185.1, s__Gordonia oryzae, 95.0, 77.85, 0.37; GCF_009862785.1, s__Gordonia sp009862785, 95.0, 77.81, 0.4; GCF_000241305.1, s__Gordonia effusa, 95.0, 77.45, 0.28	73.13	11	0.9952252114591368	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_Italy_Italy_75_1_I_24.4_5.5:bin.4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_024230315.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__Hyphomicrobium_A sp024230315	89.39	0.83	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_009026145.1, s__Hyphomicrobium_A sp009026145, 95.0, 77.5, 0.34; GCF_900117445.1, s__Hyphomicrobium_A sp900117445, 95.0, 76.98, 0.24; GCA_023405815.1, s__Hyphomicrobium_A sp023405815, 95.0, 76.88, 0.3; GCF_009708035.1, s__Hyphomicrobium_A album, 95.0, 76.86, 0.32; GCF_013306565.1, s__Hyphomicrobium_A sulfonivorans, 95.0, 76.57, 0.2	74.48	11	0.9719538142676698	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_Italy_Italy_75_1_I_24.4_5.5:bin.7	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020351445.1, s__SG8-38 sp020351445, 95.0, 82.34, 0.74; GCA_019313915.1, s__SG8-38 sp019313915, 95.0, 81.01, 0.71; GCA_019309605.1, s__SG8-38 sp019309605, 95.0, 80.85, 0.59; GCA_003647035.1, s__SG8-38 sp003647035, 95.0, 79.69, 0.55; GCA_013002645.1, s__SG8-38 sp013002645, 95.0, 78.48, 0.43; GCA_004283055.1, s__SG8-38 sp004283055, 95.0, 78.25, 0.54; GCA_020354595.1, s__SG8-38 sp020354595, 95.0, 78.24, 0.36; GCA_024640845.1, s__SG8-38 sp024640845, 95.0, 77.82, 0.4; GCA_024643985.1, s__SG8-38 sp024643985, 95.0, 77.75, 0.41; GCA_001303415.1, s__SG8-38 sp001303415, 95.0, 77.68, 0.36	48.1	11	0.9456368722567875	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_Italy_Italy_75_1_I_24.4_5.5:bin.8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp009937575	GCA_009937575.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp009937575	95.55	0.95	GCA_009937575.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__Halioglobus sp009937575	95.55	0.95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003457605.1, s__Halioglobus sediminis, 95.0, 78.44, 0.41; GCA_024234675.1, s__Halioglobus sp024234675, 95.0, 78.36, 0.42; GCA_002699145.1, s__Halioglobus sp002699145, 95.0, 78.07, 0.49; GCA_024234855.1, s__Halioglobus sp024234855, 95.0, 77.98, 0.4; GCA_024640505.1, s__Halioglobus sp024640505, 95.0, 77.96, 0.41; GCA_024234735.1, s__Halioglobus sp024234735, 95.0, 77.94, 0.43; GCA_020443345.1, s__Halioglobus sp020443345, 95.0, 77.88, 0.37; GCA_024642265.1, s__Halioglobus sp024642265, 95.0, 77.84, 0.4; GCA_024642245.1, s__Halioglobus sp024642245, 95.0, 77.82, 0.33; GCF_004745945.1, s__Halioglobus sp004745945, 95.0, 77.8, 0.39; GCF_004354085.1, s__Halioglobus unica, 95.0, 77.75, 0.38; GCF_008370495.1, s__Halioglobus sp008370495, 95.0, 77.18, 0.29; GCA_020443425.1, s__Halioglobus sp020443425, 95.0, 77.08, 0.29; GCA_016704305.1, s__Halioglobus sp016704305, 95.0, 77.06, 0.25; GCA_024686215.1, s__Halioglobus sp024686215, 95.0, 77.03, 0.31; GCA_024234815.1, s__Halioglobus sp024234815, 95.0, 76.9, 0.33; GCA_003646415.1, s__Halioglobus sp003646415, 95.0, 76.82, 0.3; GCA_002862985.1, s__Halioglobus sp002862985, 95.0, 76.82, 0.07; GCF_001983995.1, s__Halioglobus japonicus, 95.0, 76.81, 0.15; GCA_003646405.1, s__Halioglobus sp003646405, 95.0, 76.78, 0.28; GCA_002862465.1, s__Halioglobus sp002862465, 95.0, 76.69, 0.03; GCA_020443325.1, s__Halioglobus sp020443325, 95.0, 76.53, 0.19; GCF_009388985.1, s__Halioglobus maricola, 95.0, 76.24, 0.22; GCA_902705825.1, s__Halioglobus japonicus_A, 95.0, 76.03, 0.17; GCA_024742415.1, s__Halioglobus sp024742415, 95.0, 75.98, 0.16; GCA_905480565.1, s__Halioglobus sp905480565, 95.0, 75.91, 0.04; GCF_002866825.1, s__Halioglobus lutimaris, 95.0, 75.85, 0.17; GCA_913061115.1, s__Halioglobus sp913061115, 95.0, 75.76, 0.04; GCA_015222725.1, s__Halioglobus sp015222725, 95.0, 75.75, 0.11; GCA_024224435.1, s__Halioglobus sp024224435, 95.0, 75.71, 0.09; GCA_000156295.1, s__Halioglobus sp000156295, 95.0, 75.68, 0.1; GCA_013214285.1, s__Halioglobus sp013214285, 95.0, 75.68, 0.07; GCA_913062625.1, s__Halioglobus sp913062625, 95.0, 75.31, 0.04; GCA_016744355.1, s__Halioglobus sp016744355, 95.0, 75.1, 0.06; GCA_018657645.1, s__Halioglobus sp018657645, 95.0, 74.84, 0.05	28.94	11	N/A	N/A
spades:Sediment_Italy_Italy_75_1_R_15.4_11:bin.12	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__JAFDBS01;s__	N/A	N/A	N/A	N/A	N/A	GCA_019313185.1	95.0	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__JAFDBS01;s__JAFDBS01 sp019313185	76.52	0.08	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__JAFDBS01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.25	11	0.8554145040093319	N/A
spades:Sediment_Italy_Italy_75_1_R_15.4_11:bin.14	d__Bacteria;p__Acidobacteriota;c__B3-B38;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_016932915.1	95.0	d__Bacteria;p__Acidobacteriota;c__B3-B38;o__JAFGBY01;f__JAFGBY01;g__JAFGBY01;s__JAFGBY01 sp016932915	75.11	0.01	d__Bacteria;p__Acidobacteriota;c__B3-B38;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	68.52	11	0.514721763634122	N/A
spades:Sediment_Italy_Italy_75_1_R_15.4_11:bin.18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Gallaecimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Gallaecimonadaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	44.89	11	0.8105615726738706	N/A
spades:Sediment_Italy_Italy_75_1_R_15.4_11:bin.19	d__Bacteria;p__Desulfobacterota_C;c__Deferrisomatia;o__Deferrisomatales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota_C;c__Deferrisomatia;o__Deferrisomatales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	34.76	11	0.72773749123323	N/A
spades:Sediment_Italy_Italy_75_1_R_15.4_11:bin.4	d__Bacteria;p__Myxococcota;c__Myxococcia;o__SLRQ01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Myxococcia;o__SLRQ01;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.44	11	0.6588159138950203	N/A
spades:Sediment_Italy_Italy_75_1_R_15.4_11:bin.5	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__GCA-2689605;s__	N/A	N/A	N/A	N/A	N/A	GCA_002689605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__GCA-2689605;s__GCA-2689605 sp002689605	76.37	0.09	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__GCA-2689605;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013214245.1, s__GCA-2689605 sp013214245, 95.0, 79.5, 0.0	86.49	11	0.9215911826908432	N/A
spades:Sediment_Italy_Italy_75_1_R_15.4_11:bin.6	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__	ANI	classification based on placement in class-level tree	GCA_024279915.1, s__M0040 sp024279915, 95.0, 78.79, 0.36; GCA_012974435.1, s__M0040 sp012974435, 95.0, 78.79, 0.32; GCA_006226895.1, s__M0040 sp006226895, 95.0, 78.58, 0.18; GCA_024636155.1, s__M0040 sp024636155, 95.0, 78.33, 0.29; GCA_024636215.1, s__M0040 sp024636215, 95.0, 78.04, 0.23; GCA_014860225.1, s__M0040 sp014860225, 95.0, 77.98, 0.29	56.03	11	0.9327955565740602	Genome has more than 10.8% of markers with multiple hits
spades:Sediment_Italy_Italy_75_1_R_15.4_11:bin.8	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales;f__Tichowtungiaceae;g__Tichowtungia;s__	N/A	N/A	N/A	N/A	N/A	GCA_014381785.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales;f__Tichowtungiaceae;g__Tichowtungia;s__Tichowtungia sp014381785	81.97	0.71	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales;f__Tichowtungiaceae;g__Tichowtungia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_009905215.1, s__Tichowtungia aerotolerans, 95.0, 79.36, 0.59; GCA_016342445.1, s__Tichowtungia sp016342445, 95.0, 79.26, 0.53; GCA_020853375.1, s__Tichowtungia sp020853375, 95.0, 78.21, 0.23; GCA_013141415.1, s__Tichowtungia sp013141415, 95.0, 77.85, 0.31; GCA_903831085.1, s__Tichowtungia sp903831085, 95.0, 77.73, 0.4; GCA_002423675.1, s__Tichowtungia sp002423675, 95.0, 77.62, 0.38; GCA_903826865.1, s__Tichowtungia sp903826865, 95.0, 77.47, 0.36	51.66	11	0.9519561634564128	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_Italy_Italy_75_1_W_13.9_7.4:bin.10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__JAKSDN01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_022360075.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__JAKSDN01;g__JAKSDN01;s__JAKSDN01 sp022360075	77.72	0.28	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__JAKSDN01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	46.51	11	0.7856009821658586	N/A
spades:Sediment_Italy_Italy_75_1_W_13.9_7.4:bin.2	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__NAK82;g__G020343875;s__	N/A	N/A	N/A	N/A	N/A	GCA_020343875.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__NAK82;g__G020343875;s__G020343875 sp020343875	76.95	0.29	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__NAK82;g__G020343875;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	74.58	11	0.9061843702698097	N/A
spades:Sediment_Italy_Italy_75_1_W_13.9_7.4:bin.4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186;s__	N/A	N/A	N/A	N/A	N/A	GCA_020344335.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186;s__SZUA-186 sp020344335	87.51	0.79	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__SZUA-186;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003230545.1, s__SZUA-186 sp003230545, 95.0, 82.49, 0.58; GCA_020027635.1, s__SZUA-186 sp020027635, 95.0, 77.35, 0.19	84.25	11	0.9516702509344749	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
spades:Sediment_Italy_Italy_75_1_W_13.9_7.4:bin.6	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp002390155	GCA_002390155.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp002390155	99.07	0.83	GCA_002390155.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp002390155	99.07	0.83	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001723295.1, s__Methyloceanibacter marginalis, 95.0, 80.91, 0.59; GCF_001723305.1, s__Methyloceanibacter superfactus, 95.0, 80.76, 0.77; GCA_002482645.1, s__Methyloceanibacter sp002482645, 95.0, 79.21, 0.59; GCF_001723285.1, s__Methyloceanibacter methanicus, 95.0, 79.07, 0.58; GCF_001723355.1, s__Methyloceanibacter stevinii, 95.0, 79.06, 0.61; GCF_000828475.1, s__Methyloceanibacter caenitepidi, 95.0, 78.99, 0.57; GCF_003071365.1, s__Methyloceanibacter sp003071365, 95.0, 78.95, 0.61; GCA_018067145.1, s__Methyloceanibacter sp018067145, 95.0, 78.82, 0.56; GCA_020637815.1, s__Methyloceanibacter sp020637815, 95.0, 78.77, 0.42; GCA_022865725.1, s__Methyloceanibacter sp022865725, 95.0, 78.76, 0.45; GCA_002383105.1, s__Methyloceanibacter sp002383105, 95.0, 78.57, 0.43; GCA_016649675.1, s__Methyloceanibacter sp016649675, 95.0, 78.57, 0.44; GCA_016869535.1, s__Methyloceanibacter sp016869535, 95.0, 78.33, 0.43; GCA_014380485.1, s__Methyloceanibacter sp014380485, 95.0, 78.29, 0.38; GCA_003135455.1, s__Methyloceanibacter sp003135455, 95.0, 78.04, 0.44	88.38	11	N/A	N/A
spades:Sediment_Italy_Italy_75_1_X_16.6_12.9:bin.1	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__BM002 sp002899795	GCA_002899795.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__BM002 sp002899795	96.37	1.0	GCA_002899795.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__BM002 sp002899795	96.37	1.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_020350905.1, s__BM002 sp020350905, 95.0, 91.42, 0.81; GCA_022340745.1, s__BM002 sp022340745, 95.0, 90.43, 0.96; GCA_020353155.1, s__BM002 sp020353155, 95.0, 80.22, 0.54; GCA_020347625.1, s__BM002 sp020347625, 95.0, 79.74, 0.58; GCA_022340905.1, s__BM002 sp022340905, 95.0, 78.04, 0.42; GCA_022340515.1, s__BM002 sp022340515, 95.0, 77.92, 0.65	56.43	11	N/A	N/A
